5,27.64990468346552,29.723226419408228,29.051993007812126,24.87720572753148,27.09508997430858,25.328303017440355,18.962983300414365,22.650100765799852,29.28545714357731,25.571479530789915,27.50254671289364,25.56763342457746,27.47545675609565,26.45980301486565,29.8524099027307,29.361257243081326,25.204422823953465,26.053029103383043,26.091615101077196,22.438459313092835
10,26.933816256137817,30.859223592445137,30.4453861212891,24.91013211173143,26.749302152840805,25.51885647639509,19.04220627551662,20.86870474921122,28.960700782773024,25.584225013112317,27.37539459436875,25.340375646624178,27.25487129717811,26.031640788459292,29.412954735692068,28.445028064106893,25.961053465423483,25.490062001721476,25.832335954088748,22.46195669414163
15,27.27832208446374,30.127526905554916,30.447286391200308,25.072092914511536,26.789522349177027,25.27952326438814,19.237844680114346,20.999879285510332,29.42214179436455,25.826147478047158,27.298690379453223,25.122117816408508,27.270843592548584,26.228925254928605,30.130491032481682,28.696970731935476,26.656220021870705,25.913287659638037,26.038808015195624,22.478529574497273
20,27.70318693122258,30.685479371331713,30.68221659171169,25.3895073072359,27.292595840524033,25.76839676278212,19.313945856224663,22.01060751966624,29.788893220109436,25.850690031596905,27.78628216625231,25.435475102668516,28.150961902314123,26.4847503929877,30.565424148639618,29.235554600529177,27.201010686055636,25.71927490326988,26.29608629897524,22.59062194500187
25,27.281240429795645,30.265494177184106,30.605472189520565,25.108962589834466,26.952380644997863,24.580037447676432,18.905642402238275,20.788609885057397,29.241081791207506,25.5744708497949,27.20112393399556,24.493298112472246,27.5631495820314,26.006944085415267,29.888960004851562,28.947161834858633,25.555955140009424,25.437772453132908,25.96557844764977,22.303429995923135
30,27.14162966839683,30.39270461726001,30.360154985126123,25.176259357110688,26.99965804856717,25.67364088940362,19.030072906957088,23.27637190826966,29.218100329370227,25.540316905593915,27.23948714472353,25.01732245447224,28.17429650042164,25.898074174280808,29.798361584428168,28.82937685673165,27.36739214762579,25.906577665730524,25.868550417746548,22.133332924428576
35,26.554138108164377,29.1898820207048,29.311396625691554,24.92218430952984,26.54269864272142,25.136893404018224,18.994331734168476,22.13751839787138,28.75395519068475,25.058810351593017,27.1849719759509,24.497705629100007,27.36945511935523,25.333090034603245,29.11767465945667,27.97419695275226,26.312308185773755,25.16541578389479,25.50221447218068,22.0128130709819
40,26.94444767959329,30.033148495998148,29.545186996926848,24.849614669133597,26.632326366443504,25.261699984466446,18.825287177901032,21.432454277681366,29.069480699565915,25.332616686570898,27.36502598461668,24.71477078576025,27.389388579396066,25.711262949072555,30.012695377346187,28.71098399884401,25.835621298052217,25.569436718061045,25.52997812752656,22.093087540742154
45,26.895090232306952,25.496186746523183,28.429662302210325,25.022361388470536,26.74030630845323,25.408815157329254,18.899181034051864,22.423273629202455,28.511982734536737,25.150197497172336,26.917799358088047,24.893790735479826,27.815383282503543,25.714869299990696,29.273858523469794,28.435094005152507,27.117290739057978,25.498279008603497,25.59965923793392,22.030286223100106
50,26.306494833448735,28.39377589287676,29.15987812230807,24.71587533881303,26.21308027665064,25.23072488596143,18.585149906885803,22.293435034490003,28.43559045667982,24.353024202498872,27.04029871079044,24.58800134274261,27.408734215414047,25.606737268329,29.30995043589803,27.78417141068345,24.879138359633707,25.341321303198107,25.0604627409473,21.735350492542835
55,26.22488057961882,28.30957708579888,28.69297680223873,24.61418523707605,26.022296942962328,24.977087742359583,18.356979608759993,21.93497921982045,27.771831695196045,24.144534933635477,26.478802967444036,24.046212887426126,27.272422072764464,25.16928763166586,28.910531224372328,27.947809037125616,25.781027212806833,24.979384603849585,24.69036267070933,21.48141370029188
60,25.91661924990654,28.778872321917135,29.4888760728155,24.467901910677604,25.779298142230406,24.60548054607284,18.27123553262863,21.036967696902945,27.75512244431639,23.646804413094298,26.308549027576802,23.57133968664907,27.212719608006736,25.134318444786587,29.089988374046165,27.382935991312237,24.962381880767612,24.81486372028979,24.42154436505065,21.545588585429137
65,25.528379908500494,28.974756413697765,29.161028439089193,24.39769208771185,25.545848142856364,24.956160375000145,18.245725880191344,22.067087375038472,27.591192377293616,23.306912417077182,26.36076187302914,24.148041182901213,27.224857525813707,25.382384238392135,29.1311135131405,27.408346869663077,25.567743856839947,25.340489001136568,24.367890575016347,21.567169040596852
70,25.703499447472996,28.732300097170015,28.99835906644561,24.341724777208086,25.486356149584747,24.913099789889333,18.34681546539165,20.86276188890888,27.60746872672353,23.47823588326843,26.223781019164953,23.924281132167877,26.994577884347024,25.32997121387652,29.30996043274061,27.65096192472837,25.99927852444281,24.996603691804037,24.49925732525456,21.561076549774327
75,25.663493701404146,29.642061041661666,29.695968285998845,24.370704633116702,25.617836243221454,25.065710333636424,18.410000671132206,21.19001134506353,27.71977936997682,23.34362105659418,26.15972786010884,24.05771115932213,27.450069110343108,25.210983411059726,29.28669104790385,27.608893016717317,26.269088516144187,25.317329978252857,24.5541616339654,21.392304153139573
80,25.81553500432969,28.076074842385438,29.204748280330847,24.385857442898455,25.520532422987255,24.99578798247386,18.4132939214617,21.597810895072417,27.58438048779832,23.607806372308957,25.93179205502325,24.22437694734168,27.166401465892708,25.234037148516833,29.183962516320825,27.780062791660356,26.448272286575396,24.974914767373967,24.487817350774037,21.35272112209269
85,25.880275896063107,28.914180103747114,29.283109634099702,24.309458138154973,25.675468590251278,25.153463202629972,18.71501425044407,22.23621083672746,28.08364861088854,23.975401814914655,26.323249041142414,23.839578063869862,27.27366320165791,24.829127896110116,29.51072436643703,28.10985649500764,27.457869506146583,25.145113047343607,24.84302621100553,21.376689899633654
90,24.85456969112784,29.528816970154832,29.735170222845,23.985103937835518,24.88848681796337,24.961210486156823,18.4599268255045,21.705479612962797,27.320339756242355,22.76611451789981,25.93415037074193,23.59071014822382,27.238981896867198,24.74850405147079,29.431414976774587,26.839347540462022,26.244616060476808,24.993090185035747,23.97417437716482,21.258839819142192
95,25.771316489701732,29.812332311985806,29.90880900684084,24.362534388923855,25.635715423086637,25.226439625423236,18.65235246992921,21.68143744579976,28.12303924463133,23.501197013610252,26.25459513509773,23.900697651938945,27.41412356291544,24.919381294033588,29.710480938783785,27.564059341745995,26.988719773716685,25.325711423170564,24.661486946821817,21.53851364532067
