1548019250.7866485, 0, 2.8900290615856647
1548019438.4497998, 1, 2.7070263884961605
1548019626.108706, 2, 2.77428562566638
1548019813.767691, 3, 2.780955199152231
1548020001.3936088, 4, 2.727381907403469
1548020188.9777312, 5, 2.790291875600815
1548020378.5442417, 6, 2.509927539154887
1548020566.152573, 7, 2.6388568058609962
1548020753.8111808, 8, 2.6237805485725403
1548020941.4528399, 9, 3.007737871259451
1548021129.1300209, 10, 2.8990280143916607
1548021318.100273, 11, 2.9130600690841675
1548021505.7829456, 12, 2.8918752782046795
1548021693.4127395, 13, 2.854136124253273
1548021881.1441717, 14, 2.7919385954737663
1548022068.7777183, 15, 2.876030519604683
1548022257.4504945, 16, 2.909517787396908
1548022445.159831, 17, 3.0996177680790424
1548022632.8245046, 18, 2.890951208770275
1548022820.4607291, 19, 2.74622006341815
1548023008.062702, 20, 3.0766244158148766
1548023196.7594824, 21, 2.807671759277582
1548023384.339303, 22, 2.760764181613922
1548023571.9669101, 23, 2.9514763094484806
1548023759.630379, 24, 2.7821610681712627
1548023947.2607415, 25, 2.790131900459528
1548024135.8846111, 26, 2.79309881106019
1548024323.536696, 27, 2.8869178518652916
1548024511.2087002, 28, 2.8370563462376595
1548024698.8763137, 29, 2.9220241270959377
1548024886.4658115, 30, 3.1337732151150703
1548025075.4050388, 31, 2.896628938615322
1548025263.0690405, 32, 2.8322507478296757
1548025450.7206793, 33, 2.862143337726593
1548025638.3547647, 34, 2.721837967634201
1548025825.9575894, 35, 2.8686410263180733
1548026014.7380817, 36, 2.766912095248699
1548026202.4159782, 37, 2.883719153702259
1548026390.0123796, 38, 3.0242470391094685
1548026577.7105792, 39, 2.7229919396340847
1548026765.3287635, 40, 2.785428088158369
1548026954.0831368, 41, 2.8775473535060883
1548027141.806868, 42, 2.9843548610806465
1548027329.5055244, 43, 2.8416701816022396
1548027517.1954508, 44, 2.765677362680435
1548027704.8073742, 45, 2.8177220299839973
1548027893.605051, 46, 2.822153441607952
1548028081.2811294, 47, 2.761047136038542
1548028268.9883935, 48, 2.7078389413654804
1548028456.5765548, 49, 2.7475803270936012
1548028645.0530598, 50, 2.641346547752619
1548028833.7045105, 51, 2.6331944838166237
1548029021.2659585, 52, 2.5668435469269753
1548029208.8454812, 53, 2.626736033707857
1548029396.369146, 54, 2.672483928501606
1548029583.9565058, 55, 2.7783790454268456
1548029772.9775863, 56, 2.6940345875918865
1548029960.650986, 57, 2.697873618453741
1548030148.2982006, 58, 2.784793086349964
1548030335.916664, 59, 2.724079266190529
1548030523.5190382, 60, 2.6931616757065058
1548030712.4101965, 61, 2.6842595525085926
1548030899.9539573, 62, 2.7486004009842873
1548031087.4990914, 63, 2.767768770456314
1548031275.0749462, 64, 2.75687213614583
1548031462.5936415, 65, 2.6271877139806747
1548031651.2136507, 66, 2.5628817416727543
1548031838.8453314, 67, 2.6248347759246826
1548032026.3876874, 68, 2.732722319662571
1548032214.0501294, 69, 2.6873705610632896
1548032401.6760323, 70, 2.7637964002788067
1548032590.340508, 71, 2.904743976891041
1548032777.959507, 72, 2.808510661125183
1548032965.5825126, 73, 2.7642959989607334
1548033153.115131, 74, 2.8137209080159664
1548033340.71733, 75, 2.7119893692433834
1548033529.3679833, 76, 2.690180577337742
1548033717.0307012, 77, 2.709390789270401
1548033904.590396, 78, 2.751776907593012
1548034092.1713338, 79, 2.8776641003787518
1548034279.7585824, 80, 2.656238179653883
1548034468.603515, 81, 2.9381310380995274
1548034656.1846976, 82, 2.7472209706902504
1548034843.698471, 83, 2.7458225302398205
1548035031.3681908, 84, 2.845803525298834
1548035219.0980093, 85, 2.847575381398201
1548035407.8448977, 86, 2.7017816118896008
1548035595.5563517, 87, 2.747088100761175
1548035783.1336472, 88, 2.9185302071273327
1548035970.8575113, 89, 2.6598697267472744
1548036158.4363744, 90, 3.0068226866424084
1548036347.1230013, 91, 2.6840438209474087
1548036534.7245092, 92, 2.841689419001341
1548036722.372851, 93, 2.8425878509879112
1548036909.9711967, 94, 2.7330391071736813
1548037097.5873113, 95, 2.8074596486985683
1548037286.348997, 96, 2.8125716038048267
1548037474.058535, 97, 2.85882730409503
1548037661.6991293, 98, 2.708285126835108
1548037849.2628038, 99, 2.7063846588134766
1548038037.615092, 100, 2.634864579886198
